CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
28147,120,1,3953.99,1,3,4,Loyal
29886,121,1,64.24,1,1,2,Lost
28222,121,1,3953.99,1,3,4,Loyal
28199,123,1,3953.99,1,3,4,Loyal
28598,123,1,3953.99,1,3,4,Loyal
28200,127,1,3953.99,1,3,4,Loyal
28271,128,1,3953.99,1,3,4,Loyal
28587,132,1,3953.99,1,3,4,Loyal
28339,133,1,3953.99,1,3,4,Loyal
28588,134,1,3953.99,1,3,4,Loyal
28221,136,1,3953.99,1,3,4,Loyal
28299,136,1,3953.99,1,3,4,Loyal
28223,137,1,3953.99,1,3,4,Loyal
28584,137,1,3953.99,1,3,4,Loyal
28340,138,1,3953.99,1,3,4,Loyal
28355,138,1,3953.99,1,3,4,Loyal
28586,139,1,3953.99,1,3,4,Loyal
28362,140,1,3953.99,1,3,4,Loyal
28583,140,1,3953.99,1,3,4,Loyal
28270,141,1,3953.99,1,3,4,Loyal
26630,142,1,772.5,1,2,3,Potential
28573,142,1,3953.99,1,3,4,Loyal
28293,147,1,3953.99,1,3,4,Loyal
28294,147,1,3953.99,1,3,4,Loyal
28295,147,1,3953.99,1,3,4,Loyal
29585,152,1,472.31,1,2,2,At Risk
29668,152,1,472.31,1,2,2,At Risk
29448,152,1,3756.99,1,3,4,Loyal
28660,152,1,3953.99,1,3,4,Loyal
28653,153,1,3953.99,1,3,4,Loyal
28627,155,1,3953.99,1,3,4,Loyal
28790,155,1,3953.99,1,3,4,Loyal
28794,155,1,3953.99,1,3,4,Loyal
28645,156,1,3953.99,1,3,4,Loyal
28761,156,1,3953.99,1,3,4,Loyal
28792,157,1,3953.99,1,3,4,Loyal
28772,158,1,3953.99,1,3,4,Loyal
28774,158,1,3953.99,1,3,4,Loyal
28628,159,1,3953.99,1,3,4,Loyal
28650,159,1,3953.99,1,3,4,Loyal
28654,159,1,3953.99,1,3,4,Loyal
28655,159,1,3953.99,1,3,4,Loyal
28675,159,1,3953.99,1,3,4,Loyal
28658,161,1,3953.99,1,3,4,Loyal
28629,162,1,3953.99,1,3,4,Loyal
28765,162,1,3953.99,1,3,4,Loyal
28644,163,1,3953.99,1,3,4,Loyal
28651,163,1,3953.99,1,3,4,Loyal
29449,164,1,3756.99,1,3,4,Loyal
28407,165,1,3729.36,1,3,4,Loyal
28619,165,1,3953.99,1,3,4,Loyal
28775,166,1,3953.99,1,3,4,Loyal
28621,167,1,3953.99,1,3,4,Loyal
28763,167,1,3953.99,1,3,4,Loyal
28795,167,1,3953.99,1,3,4,Loyal
28635,168,1,3953.99,1,3,4,Loyal
28643,170,1,3953.99,1,3,4,Loyal
28797,170,1,3953.99,1,3,4,Loyal
28799,170,1,3953.99,1,3,4,Loyal
28414,172,1,3756.99,1,3,4,Loyal
28670,172,1,3953.99,1,3,4,Loyal
28676,172,1,3953.99,1,3,4,Loyal
28618,175,1,3953.99,1,3,4,Loyal
28649,175,1,3953.99,1,3,4,Loyal
28657,177,1,3953.99,1,3,4,Loyal
26643,178,1,772.5,1,2,3,Potential
28625,178,1,3953.99,1,3,4,Loyal
29410,179,1,3756.99,1,3,4,Loyal
28661,180,1,3953.99,1,3,4,Loyal
28829,182,1,3953.99,1,3,4,Loyal
28988,183,1,3953.99,1,3,4,Loyal
29126,183,1,3953.99,1,3,4,Loyal
28827,184,1,3953.99,1,3,4,Loyal
28853,184,1,3953.99,1,3,4,Loyal
28997,185,1,3953.99,1,3,4,Loyal
29467,186,1,3729.36,1,3,4,Loyal
28804,186,1,3953.99,1,3,4,Loyal
28825,187,1,3953.99,1,3,4,Loyal
28857,187,1,3953.99,1,3,4,Loyal
29058,188,1,3953.99,1,3,4,Loyal
29139,188,1,3953.99,1,3,4,Loyal
28852,190,1,3953.99,1,3,4,Loyal
28807,192,1,3953.99,1,3,4,Loyal
28833,192,1,3953.99,1,3,4,Loyal
29056,192,1,3953.99,1,3,4,Loyal
29136,192,1,3953.99,1,3,4,Loyal
28821,193,1,3953.99,1,3,4,Loyal
28838,193,1,3953.99,1,3,4,Loyal
29108,193,1,3953.99,1,3,4,Loyal
28856,194,1,3953.99,1,3,4,Loyal
28966,196,1,3953.99,1,3,4,Loyal
29466,197,1,3729.36,1,3,4,Loyal
29017,197,1,3953.99,1,3,4,Loyal
28830,198,1,3953.99,1,3,4,Loyal
28849,199,1,3953.99,1,3,4,Loyal
29110,199,1,3953.99,1,3,4,Loyal
28851,200,1,3953.99,1,3,4,Loyal
28993,200,1,3953.99,1,3,4,Loyal
29474,201,1,3729.36,1,3,4,Loyal
28835,201,1,3953.99,1,3,4,Loyal
28843,201,1,3953.99,1,3,4,Loyal
28990,201,1,3953.99,1,3,4,Loyal
28831,202,1,3953.99,1,3,4,Loyal
29060,202,1,3953.99,1,3,4,Loyal
28820,203,1,3953.99,1,3,4,Loyal
28989,203,1,3953.99,1,3,4,Loyal
29016,203,1,3953.99,1,3,4,Loyal
28823,204,1,3953.99,1,3,4,Loyal
28824,204,1,3953.99,1,3,4,Loyal
29010,204,1,3953.99,1,3,4,Loyal
29008,205,1,3953.99,1,3,4,Loyal
29132,205,1,3953.99,1,3,4,Loyal
28805,207,1,3953.99,1,3,4,Loyal
29059,208,1,3953.99,1,3,4,Loyal
29106,208,1,3953.99,1,3,4,Loyal
28826,210,1,3953.99,1,3,4,Loyal
29475,211,1,3756.99,1,3,4,Loyal
29070,211,1,3953.99,1,3,4,Loyal
28822,212,1,3953.99,1,3,4,Loyal
28839,212,1,3953.99,1,3,4,Loyal
29768,213,1,472.31,1,2,2,At Risk
26782,213,1,772.5,1,2,3,Potential
29143,214,1,3953.99,1,3,4,Loyal
29170,215,1,3953.99,1,3,4,Loyal
29151,216,1,3953.99,1,3,4,Loyal
22975,218,1,3953.99,1,3,4,Loyal
29140,218,1,3953.99,1,3,4,Loyal
29142,218,1,3953.99,1,3,4,Loyal
29141,220,1,3953.99,1,3,4,Loyal
29146,220,1,3953.99,1,3,4,Loyal
22971,221,1,3953.99,1,3,4,Loyal
29169,221,1,3953.99,1,3,4,Loyal
29158,222,1,3953.99,1,3,4,Loyal
29163,223,1,3953.99,1,3,4,Loyal
29157,229,1,3953.99,1,3,4,Loyal
29198,229,1,3953.99,1,3,4,Loyal
29254,229,1,3953.99,1,3,4,Loyal
29145,231,1,3953.99,1,3,4,Loyal
29476,233,1,3756.99,1,3,4,Loyal
29148,233,1,3953.99,1,3,4,Loyal
29156,234,1,3953.99,1,3,4,Loyal
29208,235,1,3953.99,1,3,4,Loyal
29144,236,1,3953.99,1,3,4,Loyal
29207,236,1,3953.99,1,3,4,Loyal
29147,239,1,3953.99,1,3,4,Loyal
29155,240,1,3953.99,1,3,4,Loyal
29150,243,1,3953.99,1,3,4,Loyal
28648,244,1,3953.99,1,3,4,Loyal
29728,244,2,2002.16,1,3,3,Potential
28630,245,1,3953.99,1,3,4,Loyal
28778,245,1,3953.99,1,3,4,Loyal
28443,246,1,3729.36,1,3,4,Loyal
28036,246,1,3953.99,1,3,4,Loyal
28449,248,1,3729.36,1,3,4,Loyal
26789,249,1,772.5,1,2,3,Potential
28178,249,1,3953.99,1,3,4,Loyal
28363,249,1,3953.99,1,3,4,Loyal
29352,251,1,3953.99,1,3,4,Loyal
29285,253,1,3953.99,1,3,4,Loyal
29326,253,1,3953.99,1,3,4,Loyal
28092,254,1,3953.99,1,3,4,Loyal
28161,254,1,3953.99,1,3,4,Loyal
28197,254,1,3953.99,1,3,4,Loyal
28620,254,1,3953.99,1,3,4,Loyal
28165,255,1,3953.99,1,3,4,Loyal
28198,255,1,3953.99,1,3,4,Loyal
29481,256,1,3729.36,1,3,4,Loyal
28013,256,1,3953.99,1,3,4,Loyal
28129,256,1,3953.99,1,3,4,Loyal
28176,256,1,3953.99,1,3,4,Loyal
28130,257,1,3953.99,1,3,4,Loyal
28169,257,1,3953.99,1,3,4,Loyal
29334,257,1,3953.99,1,3,4,Loyal
29335,258,1,3953.99,1,3,4,Loyal
29350,258,1,3953.99,1,3,4,Loyal
28624,260,1,3953.99,1,3,4,Loyal
27752,262,1,3953.99,1,3,4,Loyal
28646,263,1,3953.99,1,3,4,Loyal
28647,263,1,3953.99,1,3,4,Loyal
28177,265,1,3953.99,1,3,4,Loyal
29280,265,1,3953.99,1,3,4,Loyal
29354,266,1,3953.99,1,3,4,Loyal
27672,268,1,3953.99,1,3,4,Loyal
28173,269,1,3953.99,1,3,4,Loyal
28354,269,1,3953.99,1,3,4,Loyal
28574,269,1,3953.99,1,3,4,Loyal
28626,269,1,3953.99,1,3,4,Loyal
29340,269,1,3953.99,1,3,4,Loyal
28051,271,1,3953.99,1,3,4,Loyal
28656,272,1,3953.99,1,3,4,Loyal
29733,272,2,1627.21,1,3,3,Potential
28470,278,1,3756.99,1,3,4,Loyal
28458,282,1,3729.36,1,3,4,Loyal
28652,283,1,3953.99,1,3,4,Loyal
28478,284,1,3729.36,1,3,4,Loyal
28471,295,1,3729.36,1,3,4,Loyal
30052,303,4,21863.9,1,4,4,Loyal
29566,303,4,29903.95,1,4,4,Loyal
29759,303,4,36756.07,1,4,4,Loyal
29596,303,4,41264.04,1,4,4,Loyal
29912,303,4,92154.31,1,4,4,Loyal
29491,303,4,98273.55,1,4,4,Loyal
29898,303,4,167617.42,1,4,4,Loyal
23566,308,1,3953.99,1,3,4,Loyal
23806,331,1,3953.99,1,3,4,Loyal
29905,333,2,1416.93,1,3,3,Potential
30010,333,2,1457.33,1,3,3,Potential
29611,333,3,10277.1,1,4,4,Loyal
29548,333,4,5112.81,1,4,4,Loyal
29493,333,4,6387.53,1,4,4,Loyal
29664,333,4,48054.06,1,4,4,Loyal
29813,333,4,54905.15,1,4,4,Loyal
29791,333,4,62725.13,1,4,4,Loyal
29807,333,4,77862.14,1,4,4,Loyal
29794,333,4,80262.25,1,4,4,Loyal
29773,333,4,95924.02,1,4,4,Loyal
29906,333,4,98531.01,1,4,4,Loyal
30100,333,4,99440.32,1,4,4,Loyal
29510,333,4,141133.31,1,4,4,Loyal
29749,333,4,155077.55,1,4,4,Loyal
29742,333,4,156366.75,1,4,4,Loyal
30056,333,4,158661.45,1,4,4,Loyal
29582,333,4,172671.12,1,4,4,Loyal
29774,333,4,197614.5,1,4,4,Loyal
30111,333,4,311393.15,1,4,4,Loyal
29861,333,4,460174.86,1,4,4,Loyal
29624,333,4,486937.59,1,4,4,Loyal
28492,344,1,3729.36,1,3,4,Loyal
28491,354,1,3729.36,1,3,4,Loyal
29697,364,1,816.17,1,2,3,Potential
29859,364,2,5794.69,1,4,4,Loyal
29914,364,3,6671.29,1,4,4,Loyal
29944,364,3,8701.42,1,4,4,Loyal
29808,364,3,12665.77,1,4,4,Loyal
30013,364,3,16897.72,1,4,4,Loyal
29673,364,4,25153.61,1,4,4,Loyal
29755,364,4,27968.31,1,4,4,Loyal
29686,364,4,32409.85,1,4,4,Loyal
29632,364,4,50997.88,1,4,4,Loyal
29655,364,4,59709.51,1,4,4,Loyal
29708,364,4,69381.65,1,4,4,Loyal
30088,364,4,83314.86,1,4,4,Loyal
29769,364,4,92300.55,1,4,4,Loyal
30090,364,4,93981.02,1,4,4,Loyal
29748,364,4,150169.16,1,4,4,Loyal
29967,364,4,164650.48,1,4,4,Loyal
29504,364,4,181006.13,1,4,4,Loyal
29921,364,4,217615.38,1,4,4,Loyal
29710,364,4,277612.91,1,4,4,Loyal
29525,364,4,298046.61,1,4,4,Loyal
27026,366,1,772.5,1,2,3,Potential
20075,367,1,3756.99,1,3,4,Loyal
24493,367,1,3953.99,1,3,4,Loyal
28504,382,1,3729.36,1,3,4,Loyal
24491,382,1,3953.99,1,3,4,Loyal
24646,386,1,3953.99,1,3,4,Loyal
24501,392,1,3953.99,1,3,4,Loyal
24976,398,1,2410.63,1,3,3,Potential
25046,398,1,2410.63,1,3,3,Potential
28663,399,1,2699.9,1,3,3,Potential
24781,400,1,2410.63,1,3,3,Potential
28766,401,1,2699.9,1,3,3,Potential
26127,402,1,2264.25,1,3,3,Potential
26174,404,1,2288.92,1,3,3,Potential
26249,405,1,2288.92,1,3,3,Potential
24977,407,1,2410.63,1,3,3,Potential
25094,408,1,2699.9,1,3,3,Potential
25093,410,1,2410.63,1,3,3,Potential
28510,411,1,2288.92,1,3,3,Potential
24824,411,1,2410.63,1,3,3,Potential
24786,412,1,2699.9,1,3,3,Potential
24817,413,1,2410.63,1,3,3,Potential
25061,418,1,2699.9,1,3,3,Potential
28669,419,1,2410.63,1,3,3,Potential
26183,420,1,2288.92,1,3,3,Potential
28659,420,1,2699.9,1,3,3,Potential
24832,423,1,2410.63,1,3,3,Potential
30077,425,1,186.63,1,2,2,At Risk
28532,428,1,2288.92,1,3,3,Potential
25095,428,1,2699.9,1,3,3,Potential
28802,428,1,2699.9,1,3,3,Potential
25361,429,1,2699.9,1,3,3,Potential
28541,430,1,2264.25,1,3,3,Potential
28819,430,1,2410.63,1,3,3,Potential
25100,430,1,2699.9,1,3,3,Potential
28850,430,1,2699.9,1,3,3,Potential
28832,431,1,2410.63,1,3,3,Potential
27027,432,1,865.2,1,2,3,Potential
28547,435,1,2264.25,1,3,3,Potential
25363,435,1,2699.9,1,3,3,Potential
28837,436,1,2410.63,1,3,3,Potential
25864,436,1,2699.9,1,3,3,Potential
28848,438,1,2410.63,1,3,3,Potential
28818,439,1,2410.63,1,3,3,Potential
25892,439,1,2699.9,1,3,3,Potential
27043,441,1,865.2,1,2,3,Potential
25371,441,1,2410.63,1,3,3,Potential
25883,441,1,2699.9,1,3,3,Potential
28836,442,1,2699.9,1,3,3,Potential
26316,443,1,1105.48,1,2,3,Potential
25875,443,1,2699.9,1,3,3,Potential
28540,444,1,2264.25,1,3,3,Potential
28834,444,1,2699.9,1,3,3,Potential
28512,448,1,2264.25,1,3,3,Potential
28519,448,1,2264.25,1,3,3,Potential
29013,448,1,2410.63,1,3,3,Potential
29135,449,1,2410.63,1,3,3,Potential
25393,451,1,2699.9,1,3,3,Potential
28798,451,1,2699.9,1,3,3,Potential
28529,453,1,2264.25,1,3,3,Potential
29763,456,1,101.55,1,2,2,At Risk
29883,456,5,98196.57,1,4,4,Loyal
28685,458,1,2264.25,1,3,3,Potential
28560,459,1,2288.92,1,3,3,Potential
27071,463,1,865.2,1,2,3,Potential
28559,466,1,2264.25,1,3,3,Potential
28683,469,1,2264.25,1,3,3,Potential
27053,471,1,865.2,1,2,3,Potential
29149,473,1,2699.9,1,3,3,Potential
29152,474,1,2410.63,1,3,3,Potential
27060,481,1,865.2,1,2,3,Potential
27062,483,1,865.2,1,2,3,Potential
25911,485,1,2410.63,1,3,3,Potential
29862,486,1,207.76,1,2,2,At Risk
27084,486,1,865.2,1,2,3,Potential
29532,486,1,2798.9,1,3,3,Potential
30041,486,2,2730.5,1,3,3,Potential
28711,491,1,2288.92,1,3,3,Potential
28708,494,1,2288.92,1,3,3,Potential
28707,501,1,2288.92,1,3,3,Potential
28689,506,1,2264.25,1,3,3,Potential
26481,506,1,2288.92,1,3,3,Potential
27082,509,1,865.2,1,2,3,Potential
29336,509,1,2410.63,1,3,3,Potential
28724,510,1,2264.25,1,3,3,Potential
29159,510,1,2699.9,1,3,3,Potential
29154,512,1,2410.63,1,3,3,Potential
29281,512,1,2699.9,1,3,3,Potential
28690,515,1,2264.25,1,3,3,Potential
30016,517,1,1384.37,1,3,3,Potential
29621,517,1,6997.26,1,3,4,Loyal
29787,517,6,167452.6,1,4,4,Loyal
26482,537,1,1105.48,1,2,3,Potential
27085,543,1,865.2,1,2,3,Potential
27099,543,1,865.2,1,2,3,Potential
27101,543,1,865.2,1,2,3,Potential
26496,543,1,1105.48,1,2,3,Potential
27102,544,1,865.2,1,2,3,Potential
28727,545,1,2288.92,1,3,3,Potential
29934,547,1,228.53,1,2,2,At Risk
29832,547,2,752.67,1,3,3,Potential
29674,547,4,2717.62,1,4,3,Loyal
29969,547,6,28114.48,1,4,4,Loyal
27265,551,1,865.2,1,2,3,Potential
26503,551,1,1105.48,1,2,3,Potential
26512,554,1,1105.48,1,2,3,Potential
26504,562,1,1105.48,1,2,3,Potential
28739,564,1,2264.25,1,3,3,Potential
28728,565,1,2264.25,1,3,3,Potential
27259,566,1,865.2,1,2,3,Potential
28749,570,1,2264.25,1,3,3,Potential
27242,572,1,865.2,1,2,3,Potential
25999,573,1,2410.63,1,3,3,Potential
25995,574,1,2699.9,1,3,3,Potential
27252,575,1,865.2,1,2,3,Potential
27253,575,1,865.2,1,2,3,Potential
28736,576,1,2288.92,1,3,3,Potential
30098,578,2,65.59,1,3,2,Potential
26049,580,1,2410.63,1,3,3,Potential
26717,585,1,2288.92,1,3,3,Potential
29361,585,1,2288.92,1,3,3,Potential
26786,586,1,2288.92,1,3,3,Potential
26805,586,1,2288.92,1,3,3,Potential
26801,588,1,2264.25,1,3,3,Potential
26711,589,1,2264.25,1,3,3,Potential
26811,589,1,2288.92,1,3,3,Potential
26734,590,1,2264.25,1,3,3,Potential
26814,591,1,2264.25,1,3,3,Potential
26735,592,1,2288.92,1,3,3,Potential
26710,594,1,2288.92,1,3,3,Potential
26013,595,1,2699.9,1,3,3,Potential
26725,596,1,2264.25,1,3,3,Potential
26724,597,1,2264.25,1,3,3,Potential
26726,598,1,2288.92,1,3,3,Potential
29364,601,1,2264.25,1,3,3,Potential
29380,603,1,2288.92,1,3,3,Potential
26731,608,1,2264.25,1,3,3,Potential
27054,609,1,2288.92,1,3,3,Potential
27064,609,1,2288.92,1,3,3,Potential
29855,609,3,3901.35,1,4,4,Loyal
29541,609,5,4481.71,1,4,4,Loyal
29925,609,7,182777.78,1,4,4,Loyal
26815,610,1,2264.25,1,3,3,Potential
29415,611,1,2264.25,1,3,3,Potential
27020,612,1,2288.92,1,3,3,Potential
27078,613,1,2288.92,1,3,3,Potential
27058,614,1,2264.25,1,3,3,Potential
29404,614,1,2264.25,1,3,3,Potential
29397,617,1,2264.25,1,3,3,Potential
27056,617,1,2288.92,1,3,3,Potential
27050,620,1,2288.92,1,3,3,Potential
27077,620,1,2288.92,1,3,3,Potential
27267,623,1,865.2,1,2,3,Potential
27063,623,1,2288.92,1,3,3,Potential
27068,625,1,2264.25,1,3,3,Potential
27045,626,1,2264.25,1,3,3,Potential
27069,627,1,2264.25,1,3,3,Potential
27076,627,1,2288.92,1,3,3,Potential
27047,628,1,2264.25,1,3,3,Potential
27051,629,1,2264.25,1,3,3,Potential
27067,629,1,2264.25,1,3,3,Potential
29414,629,1,2288.92,1,3,3,Potential
27021,632,1,2288.92,1,3,3,Potential
27044,636,1,2264.25,1,3,3,Potential
29884,637,1,76.29,1,2,2,At Risk
29852,637,2,807.04,1,3,3,Potential
29726,637,2,2034.33,1,3,3,Potential
29490,637,3,7431.07,1,4,4,Loyal
27087,638,1,2288.92,1,3,3,Potential
29479,644,1,2264.25,1,3,3,Potential
27088,644,1,2288.92,1,3,3,Potential
27083,648,1,2264.25,1,3,3,Potential
27079,648,1,2288.92,1,3,3,Potential
29483,649,1,2264.25,1,3,3,Potential
27080,649,1,2288.92,1,3,3,Potential
27081,650,1,2264.25,1,3,3,Potential
27108,651,1,2288.92,1,3,3,Potential
27095,654,1,2264.25,1,3,3,Potential
27086,656,1,2264.25,1,3,3,Potential
29450,656,1,2264.25,1,3,3,Potential
27285,657,1,865.2,1,2,3,Potential
29482,658,1,2264.25,1,3,3,Potential
27270,660,1,865.2,1,2,3,Potential
27094,661,1,2288.92,1,3,3,Potential
27298,662,1,865.2,1,2,3,Potential
27091,662,1,2288.92,1,3,3,Potential
27297,663,1,865.2,1,2,3,Potential
27404,663,1,865.2,1,2,3,Potential
27090,664,1,2264.25,1,3,3,Potential
27089,667,1,2264.25,1,3,3,Potential
29545,668,1,281.86,1,2,2,At Risk
29782,668,3,713.15,1,4,3,Loyal
29858,668,3,3270.51,1,4,4,Loyal
30104,668,4,6322.63,1,4,4,Loyal
29771,668,4,8765.71,1,4,4,Loyal
29636,668,4,22534.96,1,4,4,Loyal
29613,668,4,31727.77,1,4,4,Loyal
29937,668,4,155877.1,1,4,4,Loyal
29594,668,4,402874.39,1,4,4,Loyal
29661,668,6,86090.99,1,4,4,Loyal
29610,668,7,18398.33,1,4,4,Loyal
29973,668,7,34242.49,1,4,4,Loyal
29718,668,8,102216.08,1,4,4,Loyal
29549,668,8,238924.26,1,4,4,Loyal
29889,668,8,323176.28,1,4,4,Loyal
27193,669,1,2264.25,1,3,3,Potential
27251,672,1,2264.25,1,3,3,Potential
27231,674,1,2264.25,1,3,3,Potential
27226,675,1,2264.25,1,3,3,Potential
27240,678,1,2264.25,1,3,3,Potential
27211,678,1,2288.92,1,3,3,Potential
27228,679,1,2288.92,1,3,3,Potential
27232,680,1,2264.25,1,3,3,Potential
27255,680,1,2264.25,1,3,3,Potential
26235,680,1,2410.63,1,3,3,Potential
27234,681,1,2288.92,1,3,3,Potential
27212,682,1,2288.92,1,3,3,Potential
27206,683,1,2288.92,1,3,3,Potential
27239,686,1,2288.92,1,3,3,Potential
27254,690,1,2264.25,1,3,3,Potential
27235,691,1,2264.25,1,3,3,Potential
27256,691,1,2288.92,1,3,3,Potential
27227,692,1,2288.92,1,3,3,Potential
27429,693,1,865.2,1,2,3,Potential
27205,693,1,2264.25,1,3,3,Potential
27257,697,1,2288.92,1,3,3,Potential
29505,698,1,168.33,1,2,2,At Risk
30040,698,2,1057.98,1,3,3,Potential
30032,698,2,2783.82,1,3,3,Potential
29662,698,3,7226.52,1,4,4,Loyal
29993,698,4,1998.67,1,4,3,Loyal
30028,698,4,13196.66,1,4,4,Loyal
30017,698,4,16419.26,1,4,4,Loyal
29876,698,4,21560.4,1,4,4,Loyal
29667,698,4,53326.57,1,4,4,Loyal
29699,698,4,126587.37,1,4,4,Loyal
29953,698,4,147426.03,1,4,4,Loyal
30044,698,4,159695.46,1,4,4,Loyal
30108,698,4,162979.13,1,4,4,Loyal
30045,698,4,166384.05,1,4,4,Loyal
29513,698,4,219040.51,1,4,4,Loyal
29836,698,4,291627.39,1,4,4,Loyal
29930,698,5,2183.96,1,4,3,Loyal
30012,698,7,12778.58,1,4,4,Loyal
29988,698,8,24594.0,1,4,4,Loyal
29680,698,8,69588.44,1,4,4,Loyal
29946,698,8,172785.86,1,4,4,Loyal
29853,698,8,350717.99,1,4,4,Loyal
29885,698,8,435986.13,1,4,4,Loyal
29703,698,8,465429.57,1,4,4,Loyal
29507,698,8,502367.04,1,4,4,Loyal
30074,698,8,516254.8,1,4,4,Loyal
27425,699,1,2264.25,1,3,3,Potential
27289,699,1,2288.92,1,3,3,Potential
26310,699,1,2410.63,1,3,3,Potential
27405,700,1,2288.92,1,3,3,Potential
26572,701,1,1105.48,1,2,3,Potential
27263,701,1,2264.25,1,3,3,Potential
27292,701,1,2264.25,1,3,3,Potential
26294,701,1,2699.9,1,3,3,Potential
27260,702,1,2264.25,1,3,3,Potential
27557,703,1,865.2,1,2,3,Potential
27258,703,1,2288.92,1,3,3,Potential
27266,703,1,2288.92,1,3,3,Potential
27268,705,1,2264.25,1,3,3,Potential
27421,706,1,2264.25,1,3,3,Potential
26615,708,1,1105.48,1,2,3,Potential
27272,709,1,2264.25,1,3,3,Potential
27269,711,1,2264.25,1,3,3,Potential
27423,716,1,2288.92,1,3,3,Potential
27264,717,1,2288.92,1,3,3,Potential
27261,719,1,2264.25,1,3,3,Potential
27448,720,1,2288.92,1,3,3,Potential
27424,721,1,2264.25,1,3,3,Potential
27286,721,1,2288.92,1,3,3,Potential
26582,722,1,1105.48,1,2,3,Potential
27560,723,1,865.2,1,2,3,Potential
27262,723,1,2264.25,1,3,3,Potential
27276,723,1,2264.25,1,3,3,Potential
27416,724,1,2264.25,1,3,3,Potential
27271,724,1,2288.92,1,3,3,Potential
26279,725,1,2410.63,1,3,3,Potential
27536,726,1,865.2,1,2,3,Potential
27545,726,1,865.2,1,2,3,Potential
27431,726,1,2264.25,1,3,3,Potential
27277,726,1,2288.92,1,3,3,Potential
27550,728,1,865.2,1,2,3,Potential
27275,728,1,2264.25,1,3,3,Potential
30099,729,1,1459.28,1,3,3,Potential
27549,729,1,2288.92,1,3,3,Potential
29900,729,2,856.86,1,3,3,Potential
29536,729,3,1092.93,1,4,3,Loyal
29573,729,3,7004.48,1,4,4,Loyal
29600,729,3,19798.51,1,4,4,Loyal
29980,729,4,1816.14,1,4,3,Loyal
30110,729,4,1833.59,1,4,3,Loyal
29882,729,4,2535.91,1,4,3,Loyal
29833,729,4,6496.45,1,4,4,Loyal
30003,729,4,12066.92,1,4,4,Loyal
29530,729,4,12455.8,1,4,4,Loyal
29976,729,4,19322.2,1,4,4,Loyal
29663,729,4,47094.09,1,4,4,Loyal
29739,729,4,128791.75,1,4,4,Loyal
29954,729,4,202494.92,1,4,4,Loyal
30083,729,4,225213.75,1,4,4,Loyal
29793,729,4,302119.19,1,4,4,Loyal
29998,729,4,399980.88,1,4,4,Loyal
